sale_id,marketing_spend,website_traffic,conversion_rate,avg_product_rating,discount_percentage,num_products,avg_price,customer_reviews,return_rate,competition_level,seasonality,free_shipping,mobile_traffic_pct,monthly_sales,product_category_  Electronics ,product_category_  Fashion ,product_category_  Home ,product_category_  Sports ,product_category_BOOKS,product_category_Books,product_category_ELECTRONICS,product_category_Electronics,product_category_FASHION,product_category_Fashion,product_category_HOME,product_category_Home,product_category_SPORTS,product_category_Sports,payment_methods_  Credit Card ,payment_methods_  Debit Card ,payment_methods_  PayPal ,payment_methods_BANK TRANSFER,payment_methods_Bank Transfer,payment_methods_CREDIT CARD,payment_methods_Credit Card,payment_methods_DEBIT CARD,payment_methods_Debit Card,payment_methods_PAYPAL,payment_methods_PayPal,marketing_eficiencia,traffic_conversion,price_rating_ratio,customer_value
SALE00022,0.367775303147688,0.050158949132629325,-0.5514877911674405,-1.236771711496446,25,90,-0.23685245383824152,1.0714839451051952,0.4176772343337956,1.0,0.0,0.0,64.76,0.7009984094686775,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.5125099187384479,-0.02766204806443375,1.0003410134651862,0.3384039790050504
SALE00633,0.7862168972742268,0.2617327438330585,1.8089908267445323,1.2211039780174713,10,37,-0.3930319177480928,1.664114717550654,-0.0435058756948808,1.0,1.0,1.0,69.99,0.8907588806189553,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.49868461214215154,0.4734721326526794,-0.17695340769183981,0.3343545511575812
SALE01551,-0.02519940716856945,-0.5361968301490077,0.24569139119756828,-0.8006969923891378,15,499,-0.6709062069039832,0.48253410913455264,-0.0435058756948808,1.0,2.0,1.0,79.56,-0.27423818085622714,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.2813274662253415,-0.13173894515503592,-3.366262330641408,-0.18497933987928075
SALE00391,1.087066231039453,1.2621804248046407,-0.7896062482375074,-0.12676333558693512,20,128,-1.1110846448289347,1.0678030086303787,0.6129664991667857,1.0,0.0,1.0,82.55,0.6479613392810885,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3104651542171589,-0.9966255498288156,-1.272375164842324,0.31335738296960375
SALE00375,-1.9393389514809825,0.549868261907573,-1.6281973361799191,1.3796766031474015,0,429,0.18255531369460706,1.5794531786298742,0.32453927725960025,1.0,2.0,0.0,66.19,-1.8900382959944393,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2.012094029545526,-0.8952940392877924,0.076714337340274,-0.732728281968029
SALE00680,-0.951785237450904,1.1718293587798463,-0.4790169564069849,0.23002507095540797,15,479,-0.05151416418563051,0.9058418037384519,0.22238796950080553,1.0,1.0,0.0,60.87,-0.33557283082566114,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,-6.959960250430669,-0.5613261328710707,-0.04188058064996795,-0.1760759104808226
SALE02187,0.4836516733085893,0.24650272359197706,-0.37548719246347767,0.2498466490966488,15,310,0.46016331220444484,-0.6548752615837506,-0.5197112368645564,1.0,0.0,1.0,79.12,0.8516193533460985,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.5740022194340002,-0.09255861561615213,0.36817581783896197,2.467569717702978
SALE00010,-1.968191517149389,0.4212363341957362,0.7322812817320535,0.4877055867915442,10,229,-1.8970414866531904,-1.6671327921582924,0.6760599539589822,1.0,0.0,1.0,65.37,-0.582573355246058,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.6017129306826686,0.30846348271696533,-1.2751457704373075,0.873249467113332
SALE01091,-0.7959567969520707,0.9588148864890447,1.042870573562576,-0.2853359607168654,15,212,-1.8156896942841203,1.2113595311482228,5.8652614016843263e-05,2.0,1.0,0.0,73.41,-0.3425818169403693,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,-1.6789670610096115,0.9999198306131662,-2.5406199199632358,-0.154919094844106
SALE01884,1.689584428217863,-0.13754075978448296,-0.43760505082958184,-0.32497911699934795,15,193,-1.4155879985900854,0.004012367408405658,0.4537306370721935,2.0,1.0,0.0,68.31,-0.3392338819921068,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-0.1261287351432524,0.06018853117662797,-2.0971025256247042,-0.3378781905523236
SALE02163,-0.19797674519922578,0.06847613563879489,0.048984839704903485,-0.027655444880728276,20,281,-0.1022425322586509,0.6371334410768463,0.33956152840059967,0.0,1.0,1.0,58.07,1.477249643138378,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.8419037531590436,0.0033542925278775963,-0.10515051657394164,0.9023391777805829
SALE02440,-1.822842812023813,1.0030642696219165,-1.1312544692510824,0.7453861026276805,0,406,1.0709009089260881,0.8395849471917547,0.5138196416361908,2.0,2.0,0.0,72.96,-1.990958061701067,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2.419609228649917,-1.1347209379558658,0.613561038049888,-1.0822865585742008
SALE00669,1.3526348134601058,0.10737443057885435,-0.19948659375951489,-0.3646222732818305,10,34,0.816060760653748,0.7070712340983601,-1.0454900267995295,2.0,0.0,0.0,75.58,0.1548273815060311,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.06581020591050459,-0.02141975941304315,1.2843710541583446,0.09069766885727397
SALE01604,-1.703631980607784,0.3463210994963624,0.42169198990153106,-0.30515753885810626,30,33,0.4360640087366843,-0.02175418791530995,-0.2312840149573712,1.0,1.0,0.0,73.3,1.114167302292422,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-1.583451765978609,0.14604083359150719,0.6275724831497247,1.138944106408262
SALE02483,1.5837268080032432,0.00632118816843534,0.3492211551410755,-1.1376638207902392,10,280,1.0973968282083222,0.004012367408405658,-0.0540214514935803,2.0,1.0,0.0,77.52,0.12145641840661996,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.047008227816656804,0.0022074926340450887,-7.971570321881775,0.12097103815576278
SALE01355,-0.03693404731526192,1.1650375929966614,-0.11666278260470876,-1.335879602202652,0,455,0.8331033620011146,-0.3235909788502642,0.12624556219841035,2.0,1.0,0.0,49.64,-0.2421317255610162,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,-0.2514175949072084,-0.1359165274380827,-2.4803630721774645,-0.35796643449469284
SALE00105,-0.8219102764908272,0.8804008633559088,0.7736931873094567,0.785029258910163,10,244,0.2865418109781483,0.16597357230033233,-0.6398892459925504,0.0,0.0,0.0,75.8,0.15711553848505921,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.8822268651395075,0.6811601500798306,0.16052499394497005,0.1347505142634479
SALE00880,0.2533638422325102,0.0011759110599618668,1.322400936210047,-0.7610538361066553,0,57,-0.6595888544467476,-0.872050513597925,0.1412678133394098,2.0,1.0,1.0,78.02,-0.10343328383748038,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,-0.08252454742371017,0.0015550258865933216,-2.76040779939518,-0.8083915515881502
SALE01737,-0.02519940716856945,0.0011759110599618668,0.3388681787467249,-0.9989127738015506,10,46,-0.221673887013243,-0.9714357984179709,-1.0575078277123289,1.0,1.0,0.0,63.71,-0.6847094570310117,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.7024097667423317,0.00039847883925740865,-203.8893905696911,-23.970894305051754
SALE02374,-0.02519940716856945,0.3352073009420597,0.22498543840886628,-0.4042654295643131,25,65,0.11824612267290344,-0.4634665648932918,-0.6368847957643505,0.0,0.0,No,62.23,1.0629487147565873,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0904268242893858,0.07541676156030208,0.19848793160756953,1.9811416124424441
SALE00427,2.5363487110466676,0.701345219981032,-0.14772171178776036,0.23002507095540797,15,92,0.5202118528893069,0.004012367408405658,-0.23428846518557095,1.0,0.0,1.0,66.61,0.9778172322052562,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.2765047545087395,-0.10360391644976141,0.42292784527167265,0.9739095492710261
SALE02182,-0.29139288094578963,-0.05089429327778968,0.9289878332247183,-0.12676333558693512,0,130,0.9421493815596552,0.7770090271198739,0.12324111197021058,1.0,0.0,0.0,74.91,-0.7388906057081138,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-1.0427366390198327,-0.04728017923563718,1.0789164266171865,-0.41580576937512065
SALE02235,-0.12562252140517116,-0.7195745062950022,-0.20983957015386542,0.03180928954299513,20,15,-0.2355210006079786,-0.18371539280723662,0.036112055352415295,1.0,2.0,0.0,64.71,0.16653311089348272,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.19045905798158283,0.1509952050946232,-0.22826020563576688,0.20401353820231521
SALE00944,0.059002142098771485,0.056539092747136435,-0.9656068469414701,-0.879983304954103,0,457,-1.3496810636920664,1.1377408016518924,-0.5557646396029546,1.0,1.0,1.0,71.32,0.2141147331258082,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.20218536357392755,-0.054594535076493755,-11.245777624320679,0.1001593518542359
SALE00225,0.6077899267329631,1.5610181192647798,1.3327539126043975,-0.10694175744569341,10,44,-1.823012687050567,-1.313762890575907,0.2794725238366024,0.0,0.0,1.0,63.05,1.1530659709359063,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7171745212255073,2.0804530060964934,-2.0413144408548587,-3.674959676778448
SALE00354,0.5455773823323835,1.270412868178198,0.038631863310552954,1.419319759429884,15,318,-0.9213525595164557,-0.01439231496567692,-0.297381919977768,1.0,1.0,1.0,72.44,-0.08033494128076026,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-0.05197730129793259,0.04907841627142768,-0.3808312464382855,-0.08150803052835637
SALE00255,0.5651026761949732,0.20760442865191758,-0.6136056495335446,0.6660997900627152,10,245,0.7494880991405974,0.42732006201230494,-0.0435058756948808,2.0,1.0,0.0,67.06,0.21388591742790475,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.13665935192692738,-0.1273872502890003,0.4498458637416822,0.1498514055259323
SALE00554,0.8132869859583257,-0.23653589135151257,0.6080455649998444,-1.0187343519427916,10,78,-1.0690107227526235,0.6960284246739106,-0.5978269427977526,1.0,1.0,1.0,69.12,0.0556417979308782,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.030685599335215766,-0.14382459969957226,57.06152665525992,0.032807114032641436
SALE01363,-0.017900471241447283,-0.18508312026677784,-0.8931360121810156,1.1021745091700235,0,22,0.5887816942478517,1.2224023405726723,-0.0435058756948808,0.0,1.0,0.0,63.13,0.02482393630280405,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.02527639569706684,0.16530439995708926,0.28008221566739167,0.011169865982235863
SALE01395,-1.6686739190620936,0.2854010185320365,0.5252217538450382,0.6660997900627152,25,56,-1.217734048573002,-0.7837080382023286,0.5318463430053895,0.0,2.0,0.0,61.67,1.6775356363921867,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,-2.508749913179146,0.14989882350255646,-0.7308890234762974,7.755885250887983
SALE02081,-0.9651999133759096,-0.6479522489450514,0.9082818804360163,0.21020349281416623,10,461,2.738812370476562,-0.09169198093682375,-0.45361333184415986,2.0,1.0,1.0,55.35,-1.0823309253288307,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-31.10138595401041,-0.588523287104557,2.2631006989641227,-1.191590190346597
SALE00788,-0.02519940716856945,-0.17232283303776363,-0.8103122010262094,1.6571786971247786,5,171,-0.8312131758276499,0.004012367408405658,-0.06303480217817965,2.0,2.0,0.0,71.03,-0.9236291744359983,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.9475057578219168,0.13963529412590225,-0.3128179436057766,-0.919938045006462
SALE01267,-1.491445510630968,-1.6535452070251069,-1.7834919820951805,0.01198771140175429,10,168,-1.5178436066742849,-0.9493501795690719,1.4061413594115448,2.0,2.0,0.0,70.88,-0.5210821471675335,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1.060305030558759,2.9490846187611934,-1.4998636738106674,-10.287936713973952
SALE02132,-0.21370659237971107,0.5369021635942198,1.7054610628010252,0.01198771140175429,5,388,0.9175174967997892,0.7475615353213417,-0.25531961678297,Medium,0.0,0.0,66.35,-0.14445150841943472,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,-0.1837119668300617,0.915665734543568,0.9066488520190529,-0.08265889669680386
SALE00623,2.5363487110466676,-0.4927706913534915,1.902167614293689,0.11109560210796027,30,229,1.3226787147688237,1.0089080250333144,-0.0329902998961813,1.0,0.0,1.0,61.8,2.1512684315713773,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.6083304015951123,-0.9373324503657227,1.1904274594008382,1.0708645715802256
SALE01183,0.3442343140101066,0.0011759110599618668,1.64334320443492,0.4282408523678208,10,426,1.538640428717484,-0.4340190730947597,-0.4626266825287595,1.0,1.0,0.0,70.61,0.8134553035221954,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.6051439805129685,0.0019324254494081977,1.077297590365544,1.4372486153731974
